"name","state","public","tier_name","sticker_price_2013","sat_avg_2013","par_median","k_median","mr_kq5_pq1","par_top1pc","scorecard_rej_rate_2013","mobility_above_average"
"Lafayette College","PA","Private","2 Other
elite",45635,1300,156700,75300,0.0162692312151194,0.0998821780085564,0.658599972724915,0
"Lagrange College","GA","Private","6 Selective
private",26620,1040,100800,39400,0.00322301429696381,0.00930326338857412,0.416299998760223,0
"Lake Erie College","OH","Private","6 Selective
private",28354,952.5,76700,31200,0.000744401069823653,0.0258597638458014,0.443899989128113,0
"Lake Forest College","IL","Private","6 Selective
private",41172,NA,116000,51400,0.0179244559258223,0.0662054345011711,0.427300006151199,0
"Lake Superior State University","MI","Public","5 Selective
public",10253,970,75500,35700,0.0133057683706284,0.00688946526497602,0.0816999971866608,0
"Lakeland College","WI","Private","6 Selective
private",24090,891.5,75400,39200,0.00556451780721545,0.0173388421535492,0.337900012731552,0
"Lamar University","TX","Public","5 Selective
public",7694,960,77200,39400,0.0290021672844887,0.00437642820179462,0.231800004839897,1
"Lander University","SC","Public","5 Selective
public",10418,940,83300,36100,0.00977447722107172,0.00803955737501383,0.578400015830994,0
"Lasell College","MA","Private","6 Selective
private",31000,975,74300,45300,0.0314849019050598,0.0215096641331911,0.238600000739098,1
"Lawrence Technological University","MI","Private","6 Selective
private",30200,1135,95100,54600,0.0242495685815811,0.0077268872410059,0.563499987125397,1
"Lawrence University Of Wisconsin","WI","Private","4 H. Sel.
Private",42657,NA,111600,44500,0.0115341423079371,0.0402633808553219,0.273099988698959,0
"Le Moyne College","NY","Private","6 Selective
private",31340,1055,89100,49400,0.0156949684023857,0.0046121166087687,0.381000012159348,0
"Lebanon Valley College","PA","Private","6 Selective
private",37470,NA,92700,49000,0.0128686474636197,0.00857763178646564,0.331400007009506,0
"Lee University","TN","Private","6 Selective
private",14280,1000,78600,32400,0.0137752303853631,0.00561402458697557,0.0834999978542328,0
"Lees-Mcrae College","NC","Private","6 Selective
private",24150,NA,83200,33100,0.00311348121613264,0.011549724265933,0.335200011730194,0
"Lehigh University","PA","Private","2 Other
elite",44890,1320,138300,81200,0.0187400821596384,0.0990996435284615,0.691600024700165,0
"Lenoir-Rhyne University","NC","Private","6 Selective
private",30922,NA,91600,39400,0.0121674677357078,0.0192634407430887,0.319400012493134,0
"Lesley University","MA","Private","6 Selective
private",24375,1085,96100,29500,0.012640249915421,0.0335895903408527,0.325100004673004,0
"Letourneau University","TX","Private","6 Selective
private",26910,1170,85700,49300,0.0382362529635429,0.0176105797290802,0.593400001525879,1
"Lewis & Clark College","OR","Private","6 Selective
private",43382,NA,119100,41600,0.0136488638818264,0.0818541198968887,0.371499985456467,0
"Lewis University","IL","Private","6 Selective
private",27830,1065,93700,49300,0.0163981020450592,0.00691875303164124,0.441300004720688,0
"Lewis-Clark State College","ID","Public","5 Selective
public",8624,920,66000,31800,0.0212651267647743,0.00292694591917098,0.00230000005103648,1
"Limestone College","SC","Private","6 Selective
private",23000,1025,73900,36800,0.00729346554726362,0.00982028525322676,0.467799991369247,0
"Lincoln Memorial University","TN","Private","6 Selective
private",19970,1010,69000,40600,0.0209538042545319,0.00409474689513445,0.300500005483627,1
"Lincoln University of Lincoln University, PA","PA","Public","5 Selective
public",9828,856.5,47500,37400,0.0335664339363575,0.000406893232138827,0.386700004339218,1
"Lindenwood University","MO","Private","6 Selective
private",15580,980,91100,38500,0.0094058346003294,0.006556854583323,0.337099999189377,0
"Linfield College","OR","Private","6 Selective
private",37469.77734375,1080,105500,50100,0.0095202149823308,0.0279660951346159,0.0781000033020973,0
"Lipscomb University","TN","Private","6 Selective
private",27390,1144,106400,40300,0.00619553495198488,0.0342036262154579,0.47299998998642,0
"Lock Haven University Of Pennsylvania","PA","Public","5 Selective
public",9276,950,76600,39600,0.0104815186932683,0.00201124371960759,0.122299998998642,0
"Long Island University System","NY","Private","6 Selective
private",34851.39453125,945,59000,39900,0.0553596056997776,0.0150478603318334,0.169289395213127,1
"Longwood University","VA","Public","5 Selective
public",11580,1010,105700,41800,0.00659983325749636,0.00854236911982298,0.18639999628067,0
"Loras College","IA","Private","6 Selective
private",29700,998,94100,46300,0.00952624995261431,0.0185500532388687,0.309700012207031,0
"Louisiana College","LA","Private","6 Selective
private",14570,NA,84500,40500,0.0195547044277191,0.0142166838049889,0.257699996232986,1
"Louisiana State University In Shreveport","LA","Public","5 Selective
public",6168,NA,66500,35600,0.019494790583849,0.00312177604064345,0.165099993348122,1
"Louisiana State University System","LA","Public","5 Selective
public",8077.84912109375,1105.33276367188,94300,44000,0.0213795695453882,0.0199565961956978,0.250321954488754,1
"Louisiana Tech University","LA","Public","5 Selective
public",8052,1070,81500,42200,0.0222079139202833,0.0094991335645318,0.325599998235703,1
"Lourdes University","OH","Private","6 Selective
private",18303,NA,81600,27600,0.00171845499426126,0.00307062873616815,0.306800007820129,0
"Loyola Marymount University","CA","Private","6 Selective
private",41372,1200,131800,56200,0.0245887078344822,0.0861720740795135,0.458799988031387,1
"Loyola University Chicago","IL","Private","4 H. Sel.
Private",37412,1155,98600,53500,0.0308132357895374,0.037387304008007,0.0860000029206276,1
"Loyola University Maryland","MD","Private","4 H. Sel.
Private",44090,NA,151200,69800,0.00672029424458742,0.0754693597555161,0.419999986886978,0
"Loyola University New Orleans","LA","Private","4 H. Sel.
Private",36630,1120,113800,42800,0.0156207317486405,0.0512472242116928,0.129299998283386,0
"Lubbock Christian University","TX","Private","6 Selective
private",19600,1009,71900,37900,0.0151604479178786,0.00278592016547918,0.0511000007390976,0
"Luther College","IA","Private","6 Selective
private",38370,1096.5,101300,46300,0.00981909688562155,0.0260994657874107,0.278800010681152,0
"Lycoming College","PA","Private","6 Selective
private",34706,1041.5,83600,47100,0.00457686744630337,0.00839092023670673,0.283800005912781,0
"Lynn University","FL","Private","6 Selective
private",35050,972.5,149800,28300,0.017546160146594,0.174999475479126,0.224000006914139,0
"MCP Hahnemann And Drexel Universities","PA","Private","6 Selective
private",42164,1200,94100,65500,0.033046081662178,0.0169026330113411,0.185000002384186,1
"MacMurray College","IL","Private","6 Selective
private",23600,NA,75500,38600,0.0230210293084383,0.00105934194289148,0.251199990510941,1
"Macalester College","MN","Private","2 Other
elite",47195,1367.5,115500,47000,0.0139421997591853,0.0484531670808792,0.658399999141693,0
"Madonna University","MI","Private","6 Selective
private",17390,1025,100700,41400,0.0163617320358753,0.00592994084581733,0.387499988079071,0
"Maine Maritime Academy","ME","Public","5 Selective
public",12400,1025,85300,75900,0.0346270725131035,0.00588291278108954,0.346399992704391,1
"Malone University","OH","Private","6 Selective
private",26416,1021.5,79000,37500,0.0104768583551049,0.0077699813991785,0.282099992036819,0
"Manchester University","IN","Private","6 Selective
private",29040,995,81400,39900,0.00440426683053374,0.00889226794242859,0.288399994373322,0
"Manhattanville College","NY","Private","6 Selective
private",36220,NA,95400,48900,0.0348413996398449,0.0325434617698193,0.232600003480911,1
"Mansfield University Of Pennsylvania","PA","Public","5 Selective
public",9526,950,70300,38400,0.0107784625142813,0.000662669248413295,0.0771000012755394,0
"Marian University of Fond Du Lac, WI","WI","Private","6 Selective
private",25930,NA,80900,38900,0.00676699355244637,0.00764055550098419,0.243900001049042,0
"Marietta College","OH","Private","6 Selective
private",33140,NA,85300,46800,0.0166075006127357,0.0143865784630179,0.361299991607666,0
"Marist College","NY","Private","6 Selective
private",32500,NA,119300,59500,0.0171626377850771,0.0245735552161932,0.625500023365021,0
"Marquette University","WI","Private","4 H. Sel.
Private",35930,1195,124800,60100,0.011462464928627,0.0549794770777225,0.425500005483627,0
"Mars Hill University","NC","Private","6 Selective
private",27590,920,72900,34300,0.0136813847348094,0.00584186799824238,0.355300009250641,0
"Marshall University","WV","Public","5 Selective
public",6526,985,76400,35400,0.0165956076234579,0.00706180045381188,0.213200002908707,0
"Mary Baldwin College","VA","Private","6 Selective
private",29595,970,81100,38700,0.0119759608060122,0.00243134796619415,0.116499997675419,0
"Marymount Manhattan College","NY","Private","6 Selective
private",27636,1055,91100,35800,0.0329455845057964,0.0417516827583313,0.253699988126755,1
"Marymount University","VA","Private","6 Selective
private",27470,1005,91800,47000,0.034363579005003,0.0322375483810902,0.174799993634224,1
"Maryville College","TN","Private","6 Selective
private",31754,985,84900,37700,0.0128197334706783,0.0109207043424249,0.274100005626678,0
"Maryville University Of Saint Louis","MO","Private","6 Selective
private",25884,1045,92900,44600,0.0128204813227057,0.012286888435483,0.238900005817413,0
"Marywood University","PA","Private","6 Selective
private",31695,1030,80600,40500,0.0083087682723999,0.00773755926638842,0.287000000476837,0
"Massachusetts College Of Liberal Arts","MA","Public","5 Selective
public",8975,975,81400,36900,0.0134800570085645,0.0016293452354148,0.328000009059906,0
"Massachusetts Institute Of Technology","MA","Private","1 Ivy+",45016,1495,141000,98500,0.0339820086956024,0.0706371292471886,0.918500006198883,1
"Massachusetts Maritime Academy","MA","Public","5 Selective
public",7250,1110,105300,84800,0.0199354290962219,0.00821459759026766,0.227400004863739,1
"Master's College & Seminary ","CA","Private","6 Selective
private",29860,1090,87700,30700,0.0106375049799681,0.0286783818155527,0.38629999756813,0
"McDaniel College","MD","Private","6 Selective
private",38350,1090,108100,52100,0.0159072391688824,0.0219528339803219,0.241300001740456,0
"McKendree University","IL","Private","6 Selective
private",26900,1030,79900,43500,0.00486456602811813,0.00826193578541279,0.371100008487701,0
"McMurry University","TX","Private","6 Selective
private",24844,910,78000,39900,0.0282260775566101,0.00381327769719064,0.407599985599518,1
"McPherson College","KS","Private","6 Selective
private",24035,985,70000,37200,0.034085538238287,0.00609480869024992,0.13400000333786,1
"Mcneese State University","LA","Public","5 Selective
public",6334,1035,75800,36300,0.0255693141371012,0.0043969783000648,0.384900003671646,1
"Medaille College","NY","Private","6 Selective
private",25002,840,72100,35700,0.0217284485697746,0.00358661054633558,0.457100003957748,1
"Mercer University","GA","Private","6 Selective
private",33780,1190,90000,46400,0.0214154478162527,0.0224154852330685,0.310000002384186,1
"Mercy College","NY","Private","6 Selective
private",17766,NA,50700,31100,0.0352495051920414,0.00360373826697469,0.427599996328354,1
"Mercyhurst University","PA","Private","6 Selective
private",27430.119140625,NA,87400,40900,0.00835648830980062,0.00649678101763129,0.246399998664856,0
"Meredith College","NC","Private","6 Selective
private",32140,NA,107700,35500,0.0127823166549206,0.0502700954675674,0.376800000667572,0
"Merrimack College","MA","Private","6 Selective
private",36215,NA,109700,56700,0.00777971744537354,0.0239906944334507,0.214000001549721,0
"Messiah College","PA","Private","6 Selective
private",31340,1125,97100,44100,0.011928859166801,0.0163208805024624,0.340999990701675,0
"Methodist University","NC","Private","6 Selective
private",29080,945,68600,39300,0.0315317213535309,0.00543338712304831,0.387800008058548,1
"Metropolitan State University Of Denver","CO","Public","5 Selective
public",6070,1040,87500,36500,0.00990234781056643,0.0067857950925827,0.288399994373322,0
"Miami University","OH","Public","5 Selective
public",11787.751953125,1225,118800,50400,0.00775450188666582,0.0538138635456562,0.332399994134903,0
"Michigan State University","MI","Public","5 Selective
public",13954,1120,120400,52600,0.0138783762231469,0.0247860159724951,0.313499987125397,0
"Michigan Technological University","MI","Public","5 Selective
public",14040,1226.5,98700,65900,0.0174679718911648,0.00904368236660957,0.234099999070168,0
"Midamerica Nazarene University","KS","Private","6 Selective
private",25340,865,82900,33800,0.0075826202519238,0.0106743900105357,0.277700006961823,0
"Middle Tennessee State University","TN","Public","5 Selective
public",7876,1070,89100,37100,0.0110282357782125,0.00884835328906775,0.300399988889694,0
"Middlebury College","VT","Private","2 Other
elite",45957.3125,1365,219600,61800,0.0126770054921508,0.211071446537971,0.828400015830994,0
"Midland University","NE","Private","6 Selective
private",28150,NA,73300,51500,0.00830309931188822,0.00561101734638214,0.316799998283386,0
"Midwestern State University","TX","Public","5 Selective
public",7752,1000,70800,38000,0.0200306866317987,0.00587165867909789,0.282200008630753,1
"Millersville University Of Pennsylvania","PA","Public","5 Selective
public",10268,1015,93500,45400,0.0089512076228857,0.00548641476780176,0.281399995088577,0
"Milligan College","TN","Private","6 Selective
private",28730,1070,85900,36700,0.00959364231675863,0.010360979475081,0.31700000166893,0
"Millikin University","IL","Private","6 Selective
private",29620,1000,96500,46500,0.0110480785369873,0.0140454415231943,0.44879999756813,0
"Mills College","CA","Private","6 Selective
private",42918,1135,79100,40200,0.0328625291585922,0.0346544981002808,0.320199996232986,1
"Millsaps College","MS","Private","6 Selective
private",33982,1150,110600,44600,0.0179961249232292,0.0665585473179817,0.525499999523163,0
"Milwaukee School Of Engineering","WI","Private","4 H. Sel.
Private",35520,1195,91700,72700,0.0188488867133856,0.00829378236085176,0.316100001335144,0
"Minnesota State University System, Century And Various Other Minnesota Community Colleges","MN","Public","5 Selective
public",6092.146484375,965.257080078125,77500,36900,0.0113359820097685,0.00442188931629062,0.231738597154617,0
"Minot State University","ND","Public","5 Selective
public",6225,954,64400,38000,0.020477918908,0.00274709076620638,0.433800011873245,1
"Misericordia  University","PA","Private","6 Selective
private",29010,1070,85000,50200,0.02013467438519,0.0154339643195271,0.351099997758865,1
"Mississippi College","MS","Private","6 Selective
private",15458,1080,93400,43000,0.0117610385641456,0.0201251842081547,0.326999992132187,0
"Mississippi State University","MS","Public","5 Selective
public",7140,1130,90700,44100,0.0176848936825991,0.0124071473255754,0.351799994707108,0
"Mississippi University For Women","MS","Public","5 Selective
public",5640,1112.5,68500,31900,0.02665482647717,0.00084806012455374,0.565100014209747,1
"Mississippi Valley State University","MS","Public","5 Selective
public",5916,NA,28800,24900,0.0394729599356651,0.00050522101810202,0.772800028324127,1
"Missouri Baptist University","MO","Private","6 Selective
private",22760,940,85100,34600,0.00174132792744786,0.00700923474505544,0.390500009059906,0
"Missouri Southern State University","MO","Public","5 Selective
public",5762,NA,63800,33200,0.0172383468598127,0.00462154857814312,0.0272000003606081,0
"Missouri State University","MO","Public","5 Selective
public",7008,1080,87900,39800,0.0115800378844142,0.00789887458086014,0.149000003933907,0
"Missouri Valley College","MO","Private","6 Selective
private",18400,NA,63500,38100,0.0120525909587741,0.000522330868989229,0.778199970722198,0
"Mitchell College","CT","Private","6 Selective
private",30012,NA,98200,28500,0.00910452287644148,0.0406313575804234,0.423400014638901,0
"Monmouth College","IL","Private","6 Selective
private",33200,1095,88100,41500,0.0151128899306059,0.00664073042571545,0.356900006532669,0
"Monmouth University","NJ","Private","6 Selective
private",32310,1050,110000,51900,0.0207365676760674,0.0227665305137634,0.220899999141693,1
"Montana State University - Northern","MT","Public","5 Selective
public",5266,955,56100,33600,0.036096528172493,0.00252459500916302,0,1
"Montana State University Bozeman","MT","Public","5 Selective
public",6800,1135,84500,40400,0.0147735951468349,0.0191389732062817,0.155100002884865,0
"Montana Tech Of The University Of Montana","MT","Public","5 Selective
public",5587.65185546875,1125,68300,46700,0.0333906710147858,0.00514671159908175,0.11089999973774,1
"Montclair State University","NJ","Public","5 Selective
public",11540,975,86600,50000,0.0317059606313705,0.00547881284728646,0.346799999475479,1
"Moravian College","PA","Private","6 Selective
private",37572,1020,97100,56200,0.0138477580621839,0.0148516092449427,0.200499996542931,0
"Morehead State University","KY","Public","5 Selective
public",7866,997.5,65700,33000,0.0170784052461386,0.000721417076420039,0.155100002884865,0
"Morehouse College","GA","Private","6 Selective
private",26090,1000,81800,49800,0.0309802796691656,0.0241555217653513,0.33160001039505,1
"Morningside College","IA","Private","6 Selective
private",27180,1000,67100,39400,0.0184225235134363,0.00316262105479836,0.466300010681152,0
"Mount Aloysius College","PA","Private","6 Selective
private",20790,925,57700,40900,0.0128864059224725,0.0112710958346725,0.312400013208389,0
"Mount Holyoke College","MA","Private","4 H. Sel.
Private",42656,NA,108700,48900,0.025985810905695,0.0466599762439728,0.531899988651276,1
"Mount Ida College","MA","Private","6 Selective
private",30447,885,64900,30000,0.0133849307894707,0.0124896708875895,0.393500000238419,0
"Mount Marty College","SD","Private","6 Selective
private",22892,NA,67100,35000,0.0154071459546685,0.00050522101810202,0.276100009679794,0
"Mount Mary University","WI","Private","6 Selective
private",25852,NA,80800,34300,0.011010211892426,0.00419877981767058,0.460299998521805,0
"Mount Mercy University","IA","Private","6 Selective
private",27010,NA,76500,43600,0.0151418186724186,0.00603468576446176,0.315499991178513,0
"Mount Saint Mary College","NY","Private","6 Selective
private",27312,1005,91700,47100,0.0329319499433041,0.00926431454718113,0.140000000596046,1
"Mount Saint Mary's University","MD","Private","6 Selective
private",36021,1050,111700,52500,0.00973428506404161,0.019158199429512,0.325899988412857,0
"Mount St. Mary's College","CA","Private","6 Selective
private",34826,915,48500,44900,0.0638868659734726,0.00464101601392031,0.259099990129471,1
"Mount Vernon Nazarene University","OH","Private","6 Selective
private",16095,985,77200,34800,0.00801995769143105,0.00623252196237445,0.365099996328354,0
"Muhlenberg College","PA","Private","4 H. Sel.
Private",44145,NA,150300,60100,0.0102868070825934,0.0775041505694389,0.538399994373322,0
"Murray State University","KY","Public","5 Selective
public",7392,1000,79800,36100,0.0143426647409797,0.00777361448854208,0.178299993276596,0
"Muskingum University","OH","Private","6 Selective
private",24676,1000,83100,41800,0.00933495443314314,0.0095299705862999,0.24040000140667,0
"Nazareth College Of Rochester","NY","Private","6 Selective
private",30562,NA,100500,45400,0.00673285312950611,0.0120799159631133,0.316100001335144,0
"Nebraska Wesleyan University","NE","Private","6 Selective
private",28500,1095,88200,49000,0.00608306098729372,0.0206151902675629,0.231099992990494,0
"Neumann University","PA","Private","6 Selective
private",25860,855,85200,40800,0.013220158405602,0.0111019695177674,0.446900010108948,0
"New England College","NH","Private","6 Selective
private",33900,NA,94400,36600,0.00870929099619389,0.031236695125699,0.100299999117851,0
"New Jersey City University","NJ","Public","5 Selective
public",10852,890,51600,41200,0.0531846731901169,0.000940017984248698,0.587100028991699,1
"New Jersey Institute Of Technology","NJ","Public","5 Selective
public",15648,1165,84000,71600,0.0646780282258987,0.00384140620008111,0.345299988985062,1
"New Mexico Institute Of Mining & Technology","NM","Public","3 H. Sel.
Public",6256,1215,91800,55000,0.0399024151265621,0.00392561266198754,0.586399972438812,1
"New Mexico State University","NM","Public","5 Selective
public",3934.92529296875,957.5,59300,33500,0.0318130552768707,0.00212045828811824,0.148000001907349,1
"New York City College Of Technology Of The City University Of New","NY","Public","5 Selective
public",6369,NA,33500,37000,0.0833407565951347,0.00108199473470449,0.23199999332428,1
"New York Institute Of Technology","NY","Private","6 Selective
private",32180,1065,78500,49900,0.054028045386076,0.0152207966893911,0.259299993515015,1
"New York University","NY","Private","2 Other
elite",46170,1345,130500,58100,0.0362727083265781,0.0880637019872665,0.696713209152222,1
"Newberry College","SC","Private","6 Selective
private",24075,940,80400,37100,0.00889558997005224,0.018393574282527,0.409200012683868,0
"Newman University","KS","Private","6 Selective
private",24710,990,91400,45700,0.00343966484069824,0.00806031282991171,0.552799999713898,0
"Niagara University","NY","Private","6 Selective
private",29060,1035,92300,46500,0.0149982003495097,0.0111255301162601,0.336699992418289,0
"Nicholls State University","LA","Public","5 Selective
public",7234,1055,69800,38900,0.0285747814923525,0.00516635039821267,0.13060000538826,1
"Nichols College","MA","Private","6 Selective
private",32370,NA,95300,56800,0.0233369637280703,0.0149567555636168,0.195299997925758,1
"Norfolk State University","VA","Public","5 Selective
public",7552,870,48000,34400,0.0344402007758617,0.000185572396731004,0.350100010633469,1
"North Carolina Agricultural & Technical State University","NC","Public","5 Selective
public",5642,910,52600,34300,0.0271489713340998,0.00216072611510754,0.303600013256073,1
"North Carolina Central University","NC","Public","5 Selective
public",5526,885,45600,32300,0.0284121446311474,0.00167489796876907,0.49669998884201,1
"North Carolina State University","NC","Public","5 Selective
public",8296,1245,111400,52300,0.0135135855525732,0.0223837792873383,0.499900013208389,0
"North Carolina Wesleyan College","NC","Private","6 Selective
private",27400,950,63100,34100,0.0144697101786733,0.00950710941106081,0.532400012016296,0
"North Central College","IL","Private","6 Selective
private",34230,NA,103700,48800,0.0109513802453876,0.0184190254658461,0.363499999046326,0
"North Central University","MN","Private","6 Selective
private",20776,980,74000,28700,0.00838673766702414,0.00399870611727238,0.0478999987244606,0
"North Dakota State University - Main Campus - Fargo","ND","Public","5 Selective
public",7820,1142.5,81900,50600,0.0169368330389261,0.00650520110502839,0.158999994397163,0
"North Park University","IL","Private","6 Selective
private",24600,998,87200,40200,0.0170521326363087,0.0216094087809324,0.476599991321564,0
"Northeastern Illinois University","IL","Public","5 Selective
public",8299,910,53300,34900,0.0317655354738235,0.00129837694112211,0.401899993419647,1
"Northeastern State University","OK","Public","5 Selective
public",5285,934.5,62100,33800,0.0220454204827547,0.00355204730294645,0.266299992799759,1
"Northeastern University","MA","Private","4 H. Sel.
Private",43440,1420,108300,61800,0.0243756044656038,0.0378253608942032,0.676900029182434,1
"Northern Illinois University","IL","Public","5 Selective
public",13154,1030,97700,48000,0.0163472648710012,0.00703729316592216,0.438699990510941,0
"Northern Kentucky University","KY","Public","5 Selective
public",8856,1010,86400,36900,0.00938525889068842,0.00534920999780297,0.532999992370605,0
"Northern Michigan University","MI","Public","5 Selective
public",9324,NA,81000,35800,0.0133686177432537,0.00695186574012041,0.268700003623962,0
"Northland College","WI","Private","6 Selective
private",31480,1064,74600,31000,0.00561896711587906,0.0125398803502321,0.409299999475479,0
"Northwest Missouri State University","MO","Public","5 Selective
public",6525,1075,80900,41500,0.00950016640126705,0.00470437575131655,0.27590000629425,0
"Northwest Nazarene University","ID","Private","6 Selective
private",27340,1040,83800,34300,0.0139633370563388,0.00428504915907979,0.382999986410141,0
"Northwest University","WA","Private","6 Selective
private",26968,1012.5,80400,38000,0.0142991598695517,0.0059573445469141,0.0280000008642673,0
"Northwestern College of Orange City, IA","IA","Private","6 Selective
private",27860,1092.5,75300,38900,0.011893411166966,0.009630779735744,0.239099994301796,0
"Northwestern Oklahoma State University","OK","Public","5 Selective
public",5821,NA,61400,35500,0.0180869717150927,0.000379143282771111,0.40200001001358,0
"Northwestern State University","LA","Public","5 Selective
public",6786,990,57700,32900,0.0278346799314022,0.00240159779787064,0.159999996423721,1
"Northwestern University","IL","Private","2 Other
elite",47251,1475,168500,72600,0.0169424414634705,0.142447158694267,0.846800029277802,0
"Northwood University","MI","Private","6 Selective
private",23132,920.855712890625,86000,45400,0.0235743224620819,0.0360041111707687,0.427755683660507,1
"Norwich University","VT","Private","6 Selective
private",34704,1045,88200,54600,0.0276893358677626,0.00861688796430826,0.365099996328354,1
"Notre Dame Of Maryland University","MD","Private","6 Selective
private",33010,1035,81100,45900,0.0224008206278086,0.00875050760805607,0.503600001335144,1
"Nova Southeastern University","FL","Private","6 Selective
private",26700,1125,64000,43500,0.032588042318821,0.0150089273229241,0.425399988889694,1
"Nyack College","NY","Private","6 Selective
private",23800,885,58400,31000,0.0373676866292953,0.00482550356537104,0.0329000018537045,1
"Oakland City University","IN","Private","6 Selective
private",19800,950,60300,27500,0.00333266821689904,0.000529060955159366,0.271499991416931,0
"Oakland University","MI","Public","5 Selective
public",11460,NA,110600,43600,0.0110236955806613,0.0164670757949352,0.340000003576279,0
"Oberlin College","OH","Private","2 Other
elite",48682,1355,127100,38900,0.0124811083078384,0.0775371864438057,0.695900022983551,0
"Occidental College","CA","Private","2 Other
elite",47522,1300,122400,49000,0.0333892181515694,0.0866516008973122,0.576099991798401,1
"Oglethorpe University","GA","Private","6 Selective
private",32500,1135,98600,42700,0.0233608949929476,0.0264427047222853,0.442400008440018,1
"Ohio Dominican University","OH","Private","6 Selective
private",29430,950,73700,37100,0.0117365084588528,0.00746226077899337,0.505999982357025,0
"Ohio Northern University","OH","Private","6 Selective
private",28050,1160,91300,63200,0.0157829318195581,0.00420434307307005,0.32150000333786,0
"Ohio University","OH","Public","5 Selective
public",8923.24609375,1090,90900,42000,0.00777188315987587,0.0157661773264408,0.270500004291534,0
"Ohio Wesleyan University","OH","Private","6 Selective
private",41920,NA,103000,46500,0.0174581687897444,0.050319492816925,0.246700003743172,0
"Oklahoma Baptist University","OK","Private","6 Selective
private",22800,1113,91700,39500,0.00677056750282645,0.0100450050085783,0.435400009155273,0
"Oklahoma Christian University","OK","Private","6 Selective
private",19120,1080,88100,36100,0.0125902388244867,0.00896256882697344,0.367900013923645,0
"Oklahoma City University","OK","Private","6 Selective
private",29696,1165,101700,39600,0.014778396114707,0.0153253525495529,0.280200004577637,0
"Oklahoma Panhandle State University","OK","Public","5 Selective
public",7137,NA,56900,33600,0.0253087226301432,0.00239580823108554,0.523299992084503,1
"Oklahoma State University","OK","Public","5 Selective
public",7442,1105,90000,45800,0.0200100261718035,0.0147181879729033,0.239800006151199,1
"Old Dominion University","VA","Public","5 Selective
public",8970,1020,82400,44300,0.0237086210399866,0.00480760913342237,0.232099995017052,1
"Olivet College","MI","Private","6 Selective
private",23801,915,66600,34700,0.0122646959498525,0.0022979904897511,0.485199987888336,0
"Olivet Nazarene University","IL","Private","6 Selective
private",31390,NA,81400,35800,0.012181555852294,0.00679241307079792,0.180399999022484,0
"Oral Roberts University","OK","Private","6 Selective
private",23410,975.5,76600,32700,0.0143475495278835,0.0105785233899951,0.564599990844727,0
"Oregon Institute Of Technology","OR","Public","5 Selective
public",8445,1025,76400,51900,0.0352216884493828,0.00117639906238765,0.286500006914139,1
"Oregon State University","OR","Public","5 Selective
public",9078.8154296875,1105,100600,50000,0.0164559781551361,0.0181465744972229,0.210600003600121,0
"Otterbein University","OH","Private","6 Selective
private",31624,1114,88100,42300,0.0122161488980055,0.0155562637373805,0.262600004673004,0
"Ouachita Baptist University","AR","Private","6 Selective
private",23320,1065,88300,40000,0.0235705226659775,0.00471718423068523,0.298900008201599,1
"Our Lady Of Holy Cross College","LA","Private","6 Selective
private",10310,NA,88400,36600,0.0185202658176422,0.00739560322836041,0.51529997587204,0
"Our Lady Of The Lake University","TX","Private","6 Selective
private",24596,935,46000,38800,0.0360309667885303,0,0.343899995088577,1
"Pace University","NY","Private","6 Selective
private",39697,1050,68600,60700,0.0843264684081078,0.012134687975049,0.231700003147125,1
"Pacific Lutheran University","WA","Private","6 Selective
private",36530,1095,100900,47900,0.00941954553127289,0.0274383947253227,0.232400000095367,0
"Pacific Union College","CA","Private","6 Selective
private",28131,995,96400,50700,0.0277239177376032,0.0188890285789967,0.494500011205673,1
"Pacific University","OR","Private","6 Selective
private",38510,1090,92700,47500,0.0135667501017451,0.0106105525046587,0.138099998235703,0
"Paine College","GA","Private","6 Selective
private",13332,760,36800,34100,0.0203585270792246,0.000839063373859972,0.562300026416779,1
"Palm Beach Atlantic University","FL","Private","6 Selective
private",26274,1044,92200,36000,0.0151351252570748,0.0375908054411411,0.158800005912781,0
"Park University","MO","Private","6 Selective
private",10600,NA,65300,43600,0.0387104116380215,0.00487666483968496,0.0362000018358231,1
"Pennsylvania State University ","PA","Public","5 Selective
public",16074.4658203125,1100.96459960938,95400,50900,0.0176276583224535,0.014083563350141,0.327321767807007,0
"Pepperdine University","CA","Private","4 H. Sel.
Private",46692,1225,124100,55800,0.0185975022614002,0.117835722863674,0.626600027084351,0
"Pfeiffer University","NC","Private","6 Selective
private",25855,985,83600,40200,0.015698779374361,0.00584426615387201,0.0390999987721443,0
"Philadelphia University","PA","Private","6 Selective
private",34880,1075,99600,49900,0.0204422976821661,0.0166876912117004,0.359200000762939,1
"Piedmont College","GA","Private","6 Selective
private",21350,955,81400,36000,0.00703366007655859,0.00813655275851488,0.388200014829636,0
"Pittsburg State University","KS","Public","5 Selective
public",6230,NA,75300,40900,0.0152965914458036,0.00410429341718554,0.210199996829033,0
"Pitzer College","CA","Private","4 H. Sel.
Private",47020,NA,131900,43500,0.022146213799715,0.136434510350227,0.854900002479553,1
"Plymouth State University Of The University System Of New Hampshire","NH","Public","5 Selective
public",12677,NA,94200,41000,0.0105678383260965,0.00916720554232597,0.225199997425079,0
