"name","state","public","tier_name","sticker_price_2013","sat_avg_2013","par_median","k_median","mr_kq5_pq1","par_top1pc","scorecard_rej_rate_2013","mobility_above_average"
"William Carey University","MS","Private","6 Selective
private",11400,1025,66500,31700,0.0203724652528763,0.00841628294438124,0.51230001449585,1
"William Jewell College","MO","Private","6 Selective
private",31111,1100,95100,42600,0.00552890636026859,0.0210859533399343,0.422199994325638,0
"William Paterson University Of New Jersey","NJ","Public","5 Selective
public",12244,980,89500,46900,0.0283750053495169,0.00392599543556571,0.318899989128113,1
"William Penn University","IA","Private","6 Selective
private",18967,NA,64400,38300,0.0161391794681549,0.00435354700312018,0.423400014638901,0
"William Woods University","MO","Private","6 Selective
private",21260,999,88600,35000,0.00284733204171062,0.0104836151003838,0.248600006103516,0
"Williams Baptist College","AR","Private","6 Selective
private",14360,920,53800,30500,0.0146424928680062,0.000674649956636131,0.320199996232986,0
"Williams College","MA","Private","2 Other
elite",48310,1455,184000,62600,0.00986580736935139,0.178917735815048,0.829800009727478,0
"Wilmington College","OH","Private","6 Selective
private",29120,NA,71400,40400,0.00932953599840403,0.00205730274319649,0.539699971675873,0
"Wingate University","NC","Private","6 Selective
private",26300,1008.5,86600,40700,0.0124073270708323,0.0217236764729023,0.207000002264977,0
"Winston-Salem State University","NC","Public","5 Selective
public",5583,865,45400,33800,0.0302804075181484,0.00113500806037337,0.443500012159348,1
"Winthrop University","SC","Public","5 Selective
public",14082,1055,84100,38600,0.013888506218791,0.0053773527033627,0.277500003576279,0
"Wisconsin Lutheran College","WI","Private","6 Selective
private",25960,1000,85400,39300,0.00627084029838443,0.0132643841207027,0.364399999380112,0
"Wittenberg University","OH","Private","6 Selective
private",38030,NA,104800,46100,0.00798341911286116,0.0446223951876163,0.106799997389317,0
"Wofford College","SC","Private","4 H. Sel.
Private",37120,1165,133400,55100,0.011826379224658,0.0858444646000862,0.312000006437302,0
"Woodbury University","CA","Private","6 Selective
private",35048,NA,61900,44300,0.0636435896158218,0.0227549504488707,0.442499995231628,1
"Worcester Polytechnic Institute","MA","Private","4 H. Sel.
Private",44222,NA,109500,85200,0.0217584017664194,0.0199538953602314,0.484100013971329,1
"Worcester State University","MA","Public","5 Selective
public",8557,995,87600,44800,0.0149529380723834,0.00411326391622424,0.393799990415573,0
"Xavier University","OH","Private","6 Selective
private",33960,1090,122100,52200,0.00845801830291748,0.0632788613438606,0.300300002098083,0
"Xavier University Of Louisiana","LA","Private","6 Selective
private",21552,1005,63100,48400,0.0525513924658298,0.00395587552338839,0.455700010061264,1
"Yale University","CT","Private","1 Ivy+",45800,1505,199700,76000,0.0208170674741268,0.176107451319695,0.929499983787537,1
"Yeshiva University","NY","Private","6 Selective
private",38730,1240,180100,46400,0.015016813762486,0.126645892858505,0.178399994969368,0
"Youngstown State University","OH","Public","5 Selective
public",8317,960,71500,36000,0.0134195564314723,0.00371767347678542,NA,0
